orden_id,cliente_id,fecha_orden,canal,monto_orden
O000612,914,2024-04-11,Fuerza Comercial,530.45
O000613,596,2025-08-14,Fuerza Comercial,451.95
O000614,565,2025-10-07,Fuerza Comercial,364.55
O000615,903,2024-04-12,Online,163.56
O000616,670,2025-02-21,Fuerza Comercial,847.39
O000617,505,2024-04-11,Fuerza Comercial,193.27
O000618,1038,2024-10-28,Online,944.17
O000619,1144,2024-01-19,Online,410.27
O000620,139,2024-02-25,Fuerza Comercial,262.68
O000621,1082,2025-04-06,Online,327.5
O000622,348,2025-05-15,Online,226.13
O000623,656,2024-02-18,Online,584.95
O000624,750,2025-05-12,Online,305.56
O000625,989,2025-10-30,Online,877.95
O000626,877,2025-12-17,Online,689.22
O000627,368,2024-04-22,Online,99.17
O000628,348,2025-06-16,Fuerza Comercial,538.38
O000629,43,2024-12-04,Online,396.76
O000630,280,2024-08-02,Partners,381.86
O000631,987,2024-08-15,Fuerza Comercial,308.51
O000632,120,2024-09-30,Online,991.22
O000633,109,2024-08-25,Partners,809.74
O000634,337,2025-02-16,Online,202.79
O000635,421,2024-09-03,Online,538.27
O000636,637,2024-10-12,Partners,331.24
O000637,129,2025-02-24,Online,555.35
O000638,605,2025-06-01,Online,562.98
O000639,344,2025-11-08,Online,361.58
O000640,322,2025-04-17,Fuerza Comercial,201.16
O000641,820,2024-07-08,Online,365.79
O000642,1006,2024-09-16,Online,737.11
O000643,1138,2025-10-29,Fuerza Comercial,649.75
O000644,736,2024-06-13,Online,300.07
O000645,422,2025-02-26,Partners,336.8
O000646,1007,2025-07-05,Fuerza Comercial,
O000647,1182,2025-06-07,Fuerza Comercial,496.99
O000648,1058,2024-03-13,Online,1086.48
O000649,431,2024-07-15,Online,373.05
O000650,1151,2024-06-30,Online,300.08
O000651,663,2025-10-13,Fuerza Comercial,994.37
O000652,626,2024-02-28,Online,653.92
O000653,588,2024-11-26,Fuerza Comercial,207.14
O000654,648,2024-07-29,Fuerza Comercial,600.66
O000655,1154,2024-06-01,Online,687.0
O000656,874,2024-07-10,Online,372.54
O000657,559,2024-08-03,Online,382.01
O000658,477,2025-05-28,Online,640.68
O000659,460,2024-05-30,Partners,291.9
O000660,618,2025-03-29,Online,341.69
O000661,566,2024-06-29,Online,1229.36
O000662,641,2025-03-11,Partners,222.01
O000663,445,2025-09-12,Online,479.89
O000664,812,2025-07-20,Online,236.0
O000665,164,2024-06-24,Partners,863.39
O000666,227,2024-05-01,Fuerza Comercial,540.55
O000667,178,2025-06-07,Online,341.73
O000668,815,2025-04-05,Fuerza Comercial,309.51
O000669,1110,2025-05-13,Online,1014.34
O000670,1012,2024-05-23,Partners,288.02
O000671,1069,2025-09-30,Fuerza Comercial,640.46
O000672,362,2024-03-03,Partners,630.47
O000673,108,2025-10-26,Fuerza Comercial,547.68
O000674,1044,2025-07-08,Online,228.88
O000675,450,2025-10-13,Fuerza Comercial,424.44
O000676,653,2024-12-03,Partners,585.83
O000677,40,2025-01-31,Fuerza Comercial,104.42
O000678,264,2024-07-16,Fuerza Comercial,833.7
O000679,725,2024-06-23,Online,663.5
O000680,161,2025-11-20,Online,148.77
O000681,1023,2024-03-09,Partners,337.14
O000682,1001,2024-03-25,Online,240.79
O000683,824,2025-06-29,Online,465.51
O000684,852,2024-08-01,Fuerza Comercial,303.42
O000685,244,2025-08-18,Online,461.67
O000686,415,2024-05-06,Fuerza Comercial,363.23
O000687,295,2025-09-06,Online,337.93
O000688,466,2024-08-25,Online,1172.28
O000689,303,2025-11-11,Fuerza Comercial,346.14
O000690,821,2025-12-23,Online,434.63
O000691,1187,2025-07-05,Partners,669.86
O000692,1091,2024-02-06,Online,990.84
O000693,702,2024-12-03,Fuerza Comercial,540.56
O000694,795,2025-03-01,Online,844.3
O000695,430,2024-02-12,Fuerza Comercial,187.09
O000696,898,2025-01-04,Online,102.81
O000697,692,2025-12-17,Online,289.97
O000698,173,2025-04-09,Online,362.39
O000699,527,2024-06-17,Fuerza Comercial,624.39
O000700,656,2024-01-24,Fuerza Comercial,579.85
O000701,329,2024-09-08,Fuerza Comercial,319.11
O000702,1169,2025-11-15,Fuerza Comercial,416.05
O000703,544,2024-12-27,Online,629.86
O000704,717,2025-03-06,Fuerza Comercial,310.33
O000705,1057,2024-01-18,Fuerza Comercial,422.38
O000706,676,2024-11-09,Partners,692.98
O000707,680,2025-06-08,Online,383.08
O000708,1044,2024-12-03,Partners,548.86
O000709,64,2025-04-05,Online,651.57
O000710,1104,2025-05-20,Online,231.0
O000711,189,2025-01-13,Online,337.18
O000712,566,2025-02-12,Partners,327.15
O000713,194,2025-03-10,Online,562.5
O000714,370,2024-11-05,Fuerza Comercial,290.52
O000715,896,2024-01-01,Online,559.73
O000716,513,2024-11-07,Fuerza Comercial,869.96
O000717,398,2025-01-02,Partners,794.77
O000718,1106,2024-12-22,Online,456.16
O000719,475,2024-07-14,Online,502.37
O000720,378,2024-08-07,Online,367.25
O000721,34,2025-10-04,Online,283.95
O000722,744,2024-04-29,Online,768.82
O000723,575,2025-12-07,Partners,906.08
O000724,383,2025-05-01,Fuerza Comercial,724.6
O000725,204,2025-01-18,Online,611.55
O000726,1007,2024-08-25,Online,302.51
O000727,773,2024-03-21,Fuerza Comercial,1004.19
O000728,1134,2025-01-25,Online,221.27
O000729,1057,2025-03-24,Online,626.01
O000730,1104,2025-09-24,Online,366.33
O000731,623,2025-07-19,Online,716.72
O000732,905,2025-05-12,Fuerza Comercial,293.28
O000733,607,2024-06-01,Online,728.03
O000734,279,2024-12-03,Online,252.14
O000735,94,2024-02-04,Fuerza Comercial,411.27
O000736,169,2025-02-13,Online,937.36
O000737,1091,2025-10-13,Online,372.67
O000738,196,2025-03-13,Fuerza Comercial,299.8
O000739,714,2024-07-09,Fuerza Comercial,191.99
O000740,830,2025-07-04,Fuerza Comercial,257.24
O000741,32,2025-03-01,Partners,550.86
O000742,1143,2024-05-01,Online,247.28
O000743,1104,2025-10-29,Partners,930.63
O000744,286,2025-06-11,Fuerza Comercial,366.1
O000745,923,2024-08-17,Online,463.59
O000746,529,2025-10-20,Online,595.99
O000747,11,2024-01-09,Online,289.21
O000748,309,2025-06-25,Online,187.58
O000749,1023,2024-01-09,Fuerza Comercial,68.68
O000750,588,2024-05-01,Online,257.17
O000751,271,2025-04-30,Online,632.25
O000752,135,2025-05-20,Online,377.35
O000753,1020,2024-08-23,Fuerza Comercial,465.96
O000754,1075,2024-12-27,Online,610.08
O000755,260,2024-04-06,Partners,556.34
O000756,839,2025-03-25,Partners,437.1
O000757,153,2025-07-26,Online,284.23
O000758,42,2024-09-05,Online,528.2
O000759,502,2024-07-10,Fuerza Comercial,419.01
O000760,1137,2024-11-16,Online,182.16
O000761,18,2024-11-12,Fuerza Comercial,700.47
O000762,218,2025-06-07,Online,394.26
O000763,51,2024-07-05,Fuerza Comercial,509.51
O000764,91,2025-10-27,Partners,354.96
O000765,743,2025-11-27,Fuerza Comercial,1107.66
O000766,345,2025-10-06,Fuerza Comercial,594.79
O000767,229,2024-07-10,Online,348.91
O000768,234,2025-03-11,Online,352.56
O000769,17,2025-04-04,Fuerza Comercial,293.1
O000770,201,2024-06-22,Fuerza Comercial,302.43
O000771,323,2024-04-18,Partners,275.43
O000772,21,2025-06-29,Online,921.21
O000773,1177,2025-03-25,Fuerza Comercial,589.01
O000774,939,2025-07-31,Online,432.81
O000775,1199,2024-02-12,Fuerza Comercial,856.56
O000776,535,2025-01-13,Online,294.54
O000777,16,2024-05-09,Online,655.14
O000778,982,2024-04-21,Fuerza Comercial,460.43
O000779,645,2024-10-11,Online,522.21
O000780,1104,2025-06-13,Online,388.61
O000781,291,2024-09-14,Online,334.73
O000782,535,2025-09-02,Fuerza Comercial,240.57
O000783,1163,2024-04-09,Online,551.16
O000784,58,2024-10-21,Online,512.54
O000785,1073,2025-08-15,Online,498.44
O000786,430,2025-12-13,Online,260.31
O000787,217,2024-07-30,Partners,503.2
O000788,1103,2024-07-02,Partners,431.69
O000789,532,2025-12-30,Online,861.81
O000790,899,2024-12-31,Online,263.59
O000791,518,2024-09-14,Fuerza Comercial,647.57
O000792,200,2025-12-04,Online,602.48
O000793,749,2024-02-08,Fuerza Comercial,410.43
O000794,139,2025-02-27,Fuerza Comercial,175.36
O000795,273,2024-06-27,Online,291.4
O000796,206,2025-05-14,Online,610.32
O000797,928,2025-12-24,Fuerza Comercial,530.21
O000798,443,2025-07-31,Fuerza Comercial,263.58
O000799,885,2025-09-12,Online,466.32
O000800,189,2024-12-06,Online,1231.81
O000801,749,2025-12-24,Online,419.79
O000802,931,2025-09-21,Online,555.92
O000803,1072,2024-03-18,Partners,223.56
O000804,468,2024-02-22,Online,393.7
O000805,591,2024-07-13,Online,759.46
O000806,1054,2024-11-02,Online,311.7
O000807,679,2024-05-10,Fuerza Comercial,444.69
O000808,1057,2024-11-28,Fuerza Comercial,433.86
O000809,199,2024-01-20,Partners,248.2
O000810,494,2025-01-02,Fuerza Comercial,480.75
O000811,253,2024-03-28,Online,338.63
O000812,131,2024-08-09,Online,555.9
O000813,1131,2024-02-01,Online,391.0
O000814,373,2025-08-25,Fuerza Comercial,346.56
O000815,813,2024-09-06,Fuerza Comercial,1042.09
O000816,198,2025-03-27,Online,465.73
O000817,872,2024-04-19,Online,331.88
O000818,212,2025-08-30,Online,1528.25
O000819,862,2024-11-01,Fuerza Comercial,542.58
O000820,1092,2025-12-10,Partners,355.47
O000821,750,2025-02-20,Online,286.71
O000822,425,2024-06-04,Online,175.38
O000823,587,2025-07-17,Fuerza Comercial,514.75
O000824,229,2025-01-21,Fuerza Comercial,534.17
O000825,429,2024-11-06,Fuerza Comercial,240.67
O000826,101,2024-11-09,Fuerza Comercial,911.37
O000827,119,2024-12-13,Fuerza Comercial,364.6
O000828,465,2024-12-01,Online,394.08
O000829,153,2025-03-23,Fuerza Comercial,609.95
O000830,979,2024-09-11,Fuerza Comercial,484.52
O000831,764,2024-04-01,Online,342.95
O000832,881,2025-10-31,Partners,188.05
O000833,440,2024-03-16,Fuerza Comercial,433.36
O000834,438,2025-12-08,Fuerza Comercial,351.7
O000835,700,2025-12-06,Online,397.46
O000836,824,2025-09-27,Fuerza Comercial,241.82
O000837,811,2024-03-18,Online,607.01
O000838,1018,2025-06-08,Fuerza Comercial,822.21
O000839,563,2025-05-25,Online,388.16
O000840,587,2025-08-07,Fuerza Comercial,926.52
O000841,817,2025-05-08,Online,742.45
O000842,471,2024-01-09,Partners,1045.57
O000843,369,2024-09-02,Partners,147.35
O000844,1078,2024-06-13,Fuerza Comercial,248.61
O000845,1083,2024-07-25,Online,1191.37
O000846,946,2025-09-04,Fuerza Comercial,275.87
O000847,1178,2024-10-25,Online,616.96
O000848,926,2025-01-01,Partners,384.25
O000849,423,2024-07-06,Fuerza Comercial,368.66
O000850,68,2024-09-26,Fuerza Comercial,502.21
O000851,112,2024-01-08,Fuerza Comercial,338.76
O000852,210,2025-03-22,Fuerza Comercial,348.98
O000853,458,2025-05-06,Online,496.08
O000854,930,2024-07-23,Online,854.3
O000855,166,2025-01-08,Online,543.52
O000856,98,2025-07-05,Online,271.85
O000857,1063,2024-11-27,Online,671.46
O000858,894,2024-05-25,Partners,485.87
O000859,1195,2024-01-29,Online,497.61
O000860,1094,2024-06-09,Online,568.06
O000861,543,2025-08-29,Online,372.31
O000862,1067,2025-12-17,Online,748.49
O000863,105,2025-11-29,Online,501.53
O000864,877,2024-08-29,Partners,496.62
O000865,456,2025-10-11,Online,469.75
O000866,876,2024-12-13,Online,780.52
O000867,147,2024-03-20,Fuerza Comercial,226.79
O000868,1063,2025-09-26,Fuerza Comercial,653.56
O000869,935,2024-08-21,Online,185.86
O000870,1029,2025-10-11,Fuerza Comercial,378.64
O000871,634,2025-09-07,Fuerza Comercial,468.84
O000872,631,2025-04-13,Online,263.55
O000873,671,2024-05-31,Fuerza Comercial,231.55
O000874,115,2024-02-26,Online,473.17
O000875,173,2024-01-25,Online,318.82
O000876,81,2024-05-01,Fuerza Comercial,293.66
O000877,951,2025-05-28,Online,729.89
O000878,61,2025-04-05,Fuerza Comercial,259.49
O000879,961,2025-01-17,Online,923.04
O000880,30,2025-02-11,Online,146.28
O000881,307,2025-02-04,Online,305.55
O000882,402,2024-10-08,Fuerza Comercial,740.56
O000883,203,2024-03-08,Partners,463.53
O000884,283,2024-07-28,Fuerza Comercial,367.83
O000885,1157,2024-11-05,Partners,605.74
O000886,580,2025-09-26,Online,379.03
O000887,1050,2024-06-13,Online,517.19
O000888,268,2024-11-10,Partners,369.63
O000889,106,2024-05-28,Online,1091.03
O000890,385,2024-07-23,Online,502.15
O000891,440,2024-02-19,Fuerza Comercial,466.72
O000892,631,2024-06-02,Partners,918.55
O000893,911,2024-02-21,Fuerza Comercial,377.72
O000894,1098,2025-11-01,Fuerza Comercial,337.73
O000895,376,2024-01-13,Partners,499.61
O000896,244,2024-01-22,Fuerza Comercial,230.24
O000897,844,2024-03-31,Partners,421.24
O000898,1126,2025-04-15,Online,321.05
O000899,1117,2025-12-01,Online,339.79
O000900,45,2024-03-04,Online,449.02
O000901,445,2025-07-27,Online,480.33
O000902,718,2024-01-08,Fuerza Comercial,
O000903,499,2024-03-02,Fuerza Comercial,841.25
O000904,1179,2025-02-11,Fuerza Comercial,923.78
O000905,1150,2025-02-11,Online,444.28
O000906,915,2024-02-25,Online,188.98
O000907,551,2025-01-16,Fuerza Comercial,333.94
O000908,179,2024-10-18,Online,170.81
O000909,1122,2025-01-21,Partners,845.16
O000910,68,2024-12-12,Online,107.8
O000911,356,2025-01-20,Online,694.1
O000912,933,2025-06-05,Online,391.4
O000913,829,2025-07-23,Fuerza Comercial,354.94
O000914,269,2024-07-25,Fuerza Comercial,109.28
O000915,423,2025-06-15,Online,343.93
O000916,509,2025-11-16,Online,180.87
O000917,637,2024-03-11,Fuerza Comercial,582.05
O000918,1072,2024-11-23,Online,532.47
O000919,1031,2025-10-19,Fuerza Comercial,267.71
O000920,462,2025-07-26,Fuerza Comercial,647.04
O000921,226,2024-02-25,Online,803.5
O000922,215,2025-03-21,Online,912.53
O000923,887,2024-08-03,Online,394.44
O000924,4,2024-08-07,Online,627.99
O000925,185,2024-08-31,Online,699.4
O000926,145,2024-02-04,Online,832.12
O000927,605,2024-01-04,Partners,725.39
O000928,919,2024-01-26,Fuerza Comercial,570.41
O000929,200,2025-09-27,Online,397.4
O000930,1162,2024-11-22,Fuerza Comercial,408.61
O000931,858,2025-10-08,Partners,280.26
O000932,51,2025-10-13,Fuerza Comercial,491.21
O000933,933,2025-03-08,Fuerza Comercial,835.02
O000934,1099,2025-01-24,Fuerza Comercial,553.8
O000935,112,2024-05-21,Online,617.88
O000936,191,2025-06-19,Fuerza Comercial,830.07
O000937,910,2025-12-19,Fuerza Comercial,491.01
O000938,1167,2024-09-13,Fuerza Comercial,186.25
O000939,109,2024-04-27,Fuerza Comercial,355.77
O000940,174,2025-02-11,Fuerza Comercial,456.54
O000941,50,2025-01-16,Online,905.11
O000942,320,2025-05-30,Partners,348.04
O000943,521,2025-12-06,Fuerza Comercial,619.53
O000944,804,2025-07-29,Partners,773.93
O000945,393,2024-04-19,Online,115.65
O000946,833,2024-04-25,Partners,422.88
O000947,689,2024-11-05,Fuerza Comercial,642.93
O000948,867,2025-01-16,Online,892.86
O000949,81,2025-07-11,Online,199.41
O000950,738,2025-01-07,Online,491.42
O000951,300,2025-07-07,Fuerza Comercial,638.06
O000952,458,2024-09-30,Fuerza Comercial,648.57
O000953,138,2024-11-25,Online,660.93
O000954,658,2025-04-10,Online,651.41
O000955,145,2025-01-04,Online,500.08
O000956,746,2025-10-18,Online,508.79
O000957,589,2024-10-07,Fuerza Comercial,351.96
O000958,319,2024-07-10,Online,540.1
O000959,1187,2025-01-28,Online,765.1
O000960,83,2025-03-01,Fuerza Comercial,349.95
O000961,854,2024-01-11,Fuerza Comercial,429.34
O000962,1165,2024-07-14,Online,270.77
O000963,1003,2024-02-22,Online,269.61
O000964,164,2025-03-12,Fuerza Comercial,298.6
O000965,1011,2024-11-28,Online,212.28
O000966,848,2025-04-12,Online,583.57
O000967,295,2025-10-05,Partners,901.21
O000968,875,2025-05-22,Online,275.12
O000969,117,2024-03-08,Online,437.95
O000970,10,2024-12-04,Partners,1106.51
O000971,1039,2024-05-10,Fuerza Comercial,172.21
O000972,938,2024-05-25,Partners,310.01
O000973,743,2025-02-28,Online,244.25
O000974,791,2025-05-02,Fuerza Comercial,854.13
O000975,926,2024-12-19,Online,296.84
O000976,6,2024-04-14,Fuerza Comercial,1332.06
O000977,26,2024-03-25,Fuerza Comercial,414.86
O000978,954,2025-03-24,Fuerza Comercial,300.13
O000979,662,2024-08-07,Online,819.69
O000980,295,2025-01-17,Partners,387.46
O000981,1185,2024-04-18,Online,799.61
O000982,774,2025-01-14,Online,1085.81
O000983,361,2024-01-21,Online,488.91
O000984,856,2025-11-24,Fuerza Comercial,337.62
O000985,307,2024-11-23,Online,317.53
O000986,433,2024-08-14,Online,960.19
O000987,1182,2025-01-11,Fuerza Comercial,265.18
O000988,869,2024-04-21,Online,240.37
O000989,126,2025-11-17,Online,638.39
O000990,943,2024-06-02,Online,947.92
O000991,989,2025-04-02,Partners,802.5
O000992,773,2025-09-01,Partners,411.1
O000993,891,2024-09-08,Fuerza Comercial,525.13
O000994,256,2025-11-17,Fuerza Comercial,206.7
O000995,701,2024-01-16,Fuerza Comercial,
O000996,710,2025-12-25,Fuerza Comercial,664.53
O000997,955,2025-05-04,Online,23.01
O000998,819,2025-03-22,Online,1021.06
O000999,455,2025-06-21,Fuerza Comercial,202.27
O001000,650,2025-03-04,Online,357.61
O001001,999,2025-01-05,Online,225.81
O001002,261,2024-11-10,Fuerza Comercial,507.36
O001003,736,2024-03-23,Partners,554.98
O001004,493,2024-02-14,Online,388.79
O001005,680,2025-09-22,Online,431.92
O001006,321,2025-02-05,Online,530.4
O001007,826,2024-04-27,Online,317.16
O001008,926,2025-04-03,Online,481.17
O001009,392,2024-03-31,Fuerza Comercial,1038.14
O001010,539,2025-11-23,Fuerza Comercial,315.42
O001011,74,2024-06-08,Fuerza Comercial,136.68
O001012,171,2024-05-19,Online,951.65
O001013,186,2024-05-09,Partners,1047.43
O001014,785,2024-05-30,Online,378.75
O001015,3,2025-07-15,Online,537.78
O001016,367,2024-03-21,Fuerza Comercial,188.76
O001017,793,2025-07-04,Fuerza Comercial,388.73
O001018,26,2024-05-11,Fuerza Comercial,395.65
O001019,846,2025-01-15,Fuerza Comercial,647.53
O001020,514,2025-07-22,Fuerza Comercial,508.66
O001021,681,2024-03-29,Online,531.42
O001022,147,2025-07-31,Online,304.31
O001023,1059,2024-09-10,Online,307.33
O001024,869,2024-06-16,Online,426.08
O001025,765,2025-10-06,Fuerza Comercial,565.24
O001026,1134,2024-06-25,Fuerza Comercial,547.54
O001027,175,2024-03-26,Fuerza Comercial,185.74
O001028,921,2024-08-10,Online,474.37
O001029,835,2024-06-10,Partners,364.05
O001030,349,2025-08-07,Online,89.53
O001031,290,2025-02-20,Online,390.91
O001032,925,2024-01-26,Online,498.07
O001033,317,2025-01-13,Partners,496.25
O001034,78,2025-04-23,Online,505.97
O001035,847,2024-11-18,Online,326.6
O001036,375,2024-10-31,Fuerza Comercial,962.15
O001037,447,2025-03-14,Fuerza Comercial,424.63
O001038,584,2024-03-29,Online,682.16
O001039,926,2025-05-30,Partners,277.38
O001040,983,2025-05-22,Fuerza Comercial,933.95
O001041,199,2024-02-10,Fuerza Comercial,203.95
O001042,1111,2024-11-29,Fuerza Comercial,299.95
O001043,1093,2025-05-12,Partners,694.48
O001044,366,2024-02-18,Partners,224.29
O001045,790,2024-10-04,Fuerza Comercial,244.44
O001046,747,2025-05-21,Online,501.73
O001047,62,2025-03-29,Online,626.21
O001048,337,2024-02-02,Fuerza Comercial,438.8
O001049,97,2025-07-23,Online,589.92
O001050,239,2025-01-03,Online,735.07
O001051,969,2025-07-09,Online,182.3
O001052,217,2024-04-14,Fuerza Comercial,389.95
O001053,1100,2024-07-08,Partners,238.34
O001054,271,2024-08-21,Online,410.38
O001055,568,2024-12-05,Fuerza Comercial,478.19
O001056,659,2024-03-19,Fuerza Comercial,266.1
O001057,126,2024-01-25,Online,701.26
O001058,533,2024-06-18,Fuerza Comercial,227.45
O001059,89,2025-05-31,Online,571.94
O001060,568,2025-07-28,Fuerza Comercial,381.07
O001061,209,2024-04-02,Online,181.06
O001062,215,2024-09-19,Fuerza Comercial,624.09
O001063,775,2025-08-13,Online,649.88
O001064,603,2024-08-29,Partners,529.84
O001065,1100,2024-07-27,Online,127.11
O001066,1077,2025-04-17,Fuerza Comercial,148.61
O001067,316,2025-03-06,Online,379.59
O001068,756,2024-07-25,Online,537.06
O001069,979,2024-08-09,Fuerza Comercial,454.55
O001070,416,2025-04-04,Fuerza Comercial,573.03
O001071,1090,2024-10-18,Fuerza Comercial,
O001072,1161,2024-12-06,Online,272.74
O001073,1170,2025-10-30,Fuerza Comercial,336.64
O001074,270,2024-09-10,Fuerza Comercial,384.13
O001075,1106,2025-12-31,Partners,248.61
O001076,927,2025-09-20,Online,417.57
O001077,514,2025-07-14,Fuerza Comercial,409.69
O001078,1193,2025-04-11,Online,293.64
O001079,207,2024-07-10,Online,136.61
O001080,717,2024-07-09,Online,1244.61
O001081,909,2024-10-24,Online,858.75
O001082,938,2025-05-09,Online,402.23
O001083,458,2025-10-04,Online,442.69
O001084,605,2025-07-28,Partners,570.57
O001085,324,2024-11-16,Fuerza Comercial,1171.85
O001086,115,2024-01-25,Partners,242.11
O001087,288,2024-03-29,Online,335.56
O001088,926,2025-10-27,Online,450.82
O001089,703,2024-12-24,Fuerza Comercial,334.22
O001090,165,2025-06-01,Fuerza Comercial,126.62
O001091,723,2024-12-01,Online,585.25
O001092,745,2025-10-30,Online,496.37
O001093,550,2024-06-03,Online,530.77
O001094,100,2025-02-16,Online,691.25
O001095,362,2025-11-01,Fuerza Comercial,402.85
O001096,449,2025-10-17,Fuerza Comercial,1011.19
O001097,746,2024-07-11,Fuerza Comercial,255.87
O001098,868,2025-07-24,Online,428.91
O001099,74,2025-10-02,Fuerza Comercial,194.25
O001100,296,2024-04-09,Partners,267.91
O001101,1163,2025-06-27,Online,398.31
O001102,647,2024-07-08,Fuerza Comercial,360.04
